PARAMETER1,PARAMTER2,PARAMETER3,Site_ID
941727.3436,744430.8578,2509907.628,SIteid5649
764467.1386,708971.6597,3223996.445,SIteid5651
566969.468,547579.5034,1539588.3569999998,SIteid5655
1063519.479,922049.5305,3292997.6969999997,SIteid5658
330971.38,329106.0744,770447.3690000001,SIteid5661
770800.208,599664.3066,2693769.195,SIteid5662
1152305.539,862182.7139,3754441.042,SIteid5663
1423692.894,1350350.195,4346131.591,SIteid5667
695319.9662,602322.3375,1948197.9440000001,SIteid5668
1362512.244,890640.4834,5489605.8379999995,SIteid5675
644990.3194,516206.654,2028310.8190000001,SIteid5676
859935.2727,656849.3338,3145203.0439999998,SIteid5680
998400.8365,743209.037,4274749.647,SIteid5682
1129442.9840000002,923374.7501,3817067.021,SIteid5683
999058.0621,719410.0687,3677504.5439999998,SIteid5686
2138121.89,1349418.593,7114132.387,SIteid5688
1030473.855,795933.8082,3041572.435,SIteid5689
209586.3856,171023.3309,448853.1582,SIteid5691
233926.6967,225877.3353,829878.1825,SIteid5694
580274.1678,502500.1357,1908220.5680000002,SIteid5696
716946.037,589592.5482,1865718.283,SIteid5697
546529.207,432266.0035,1928194.366,SIteid5698
963030.0511,833804.7576,2768156.311,SIteid5699
941144.92,683372.4441,3104395.3510000003,SIteid5704
861379.4219,687104.5404,2291882.981,SIteid5709
535655.6925,496572.4121,1224155.295,SIteid5710
895286.8121,709759.8664,3851955.2180000003,SIteid5711
804954.7109,591279.1776,3538385.528,SIteid5713
1212584.072,806811.5994,5325799.896000001,SIteid5714
904216.1037,598723.0352,2520331.8880000003,SIteid5715
885827.9341,642913.3118,2574016.894,SIteid5716
896086.1640000001,636980.7627,1969604.989,SIteid5718
857971.958,609018.3197,3067402.561,SIteid5719
979213.2629,536836.2307,2717372.495,SIteid5720
729789.6864,488153.4262,1567808.6940000001,SIteid5722
298236.8044,246074.4618,905729.2317,SIteid5725
286327.6359,192747.7301,797815.8945,SIteid5729
895813.3829999999,611192.4896,2481388.181,SIteid5734
714013.0893,652936.6074,2253257.121,SIteid5736
947172.5269,669674.2239999999,3205458.817,SIteid5737
886956.3808,575303.3364,2674997.04,SIteid5741
630703.9003,500962.5585,1625794.364,SIteid5745
179107.3285,170991.2855,779579.786,SIteid5746
613104.8124,318610.3408,1213018.97,SIteid5748
931365.6894,867819.8685,2518824.696,SIteid5749
458026.3361,361561.6778,1339629.07,SIteid5751
537428.5917,413813.7789,1563246.253,SIteid5752
1367738.085,882985.7137,4033997.6989999996,SIteid5753
495855.7379,402609.0508,1768120.8059999999,SIteid5755
781064.3819,700565.6119,1717411.726,SIteid5756
1011240.09,457426.902,2171069.986,SIteid5758
1438412.948,1049089.2859999998,3663770.269,SIteid5762
1101053.5420000001,795627.0841,3026246.709,SIteid5765
1057941.6670000001,596147.4032,2425087.8540000003,SIteid5768
234595.1648,172395.7198,431093.505,SIteid5775
572969.3614,510729.1034,1931080.0219999999,SIteid5776
1123244.0520000001,1047178.427,3725486.617,SIteid5778
758657.6408,517161.8076,1952862.2480000001,SIteid5780
337690.2475,325092.7826,858846.9154,SIteid5781
607448.9326,447551.1098,1849217.332,SIteid5784
526602.3961,458129.7758,2210869.997,SIteid5786
667747.9436,574684.5966,1687553.753,SIteid5789
302482.9312,252322.0642,1049707.992,SIteid5790
719012.215,589693.6338,2813043.559,SIteid5791
985831.4427,812372.7429,3525609.1289999997,SIteid5792
1051336.0659999999,692070.7934,2635621.038,SIteid5793
373315.3104,269480.8691,1165733.133,SIteid5794
834374.905,664532.0505,3331358.591,SIteid5799
197645.3425,154430.8398,660868.0898,SIteid5800
778127.2247,681951.7186,1997189.4430000002,SIteid5802
1505412.553,1009731.002,5508776.109,SIteid5803
1414134.396,1047026.651,4940695.882,SIteid5805
829999.6332,764910.8029,2370095.714,SIteid5806
780883.301,702603.2899,2847432.867,SIteid5807
405033.1957,398660.1455,1312425.002,SIteid5808
506323.1846,453834.0103,2337621.2369999997,SIteid5812
809085.6219,434619.0604,1482679.879,SIteid5814
734176.0116,579847.8319,1137339.2759999998,SIteid5816
554118.9264,461850.2293,1165282.358,SIteid5817
267315.7031,265740.5262,739195.556,SIteid5820
693309.8156,691648.0409,2400704.199,SIteid5822
438465.8731,398630.0504,1096799.285,SIteid5829
695057.1572,659537.9138,1772166.1169999999,SIteid5830
747070.0567,601844.6449,3280291.731,SIteid5832
869795.0623,505655.3035,2191298.137,SIteid5834
658172.3679,506642.9233,2181743.313,SIteid5839
1156832.344,885105.0051,2836209.187,SIteid5840
910565.348,590295.9083,2663488.871,SIteid5841
1018861.535,736144.8145,2764318.975,SIteid5843
394393.3833,357077.0641,636973.4041,SIteid5844
231037.884,199537.7004,461647.0994,SIteid5845
439552.6566,412456.9486,279292.7634,SIteid5847
847717.5848,659331.412,2748521.37,SIteid5848
666399.2267,498959.9707,1768594.7859999998,SIteid5850
820080.3892,512042.2662,2206615.51,SIteid5853
623382.2837,521771.0876,1976651.5259999998,SIteid5854
531247.8488,309798.6883,1288585.626,SIteid5856
644722.9621,406843.8565,1883401.451,SIteid5859
755377.4624,551911.7789,1553721.1,SIteid5860
1100119.053,710008.9375,2730502.334,SIteid5864
840154.6995,628942.5983,2170149.415,SIteid5865
570597.7494,567883.4939,3692765.328,SIteid5867
862107.4416,598377.1515,2326560.804,SIteid5868
815486.5626,378093.6512,489724.9842,SIteid5869
976387.1979,763676.0138,3474315.835,SIteid5872
108426.0049,101661.8755,164447.888,SIteid5874
669057.3678,434658.6278,1597926.551,SIteid5875
428604.5291,403747.6774,1325992.471,SIteid5879
613759.6813,410570.6446,2053181.7219999998,SIteid5880
666738.6109,421140.9361,752929.3514,SIteid5883
342971.1094,315506.5151,954211.4385,SIteid5885
996691.5929,722570.4524,3393228.098,SIteid5887
153882.5009,102932.1768,73097.8372,SIteid5888
158141.4926,135257.1367,318466.6906,SIteid5892
230745.2678,191135.0564,414611.9749,SIteid5893
632714.4858,378862.2026,922966.0998,SIteid5894
514990.3635,461199.7919,1618557.743,SIteid5897
1088068.2859999998,707006.6362,3054704.881,SIteid5898
1127386.549,859902.4439,4252608.18,SIteid5899
1279000.162,930071.0158,5633651.778,SIteid5900
245406.2424,192256.2348,333373.3113,SIteid5901
273158.1068,178678.4696,577383.5778,SIteid5902
445836.8299,400748.6594,1448168.532,SIteid5903
504986.1097,372218.7077,1504359.958,SIteid5913
869741.252,843131.907,3908907.1769999997,SIteid5917
1712360.574,1075375.418,4024614.959,SIteid5922
666639.6288,500750.2603,3057236.75,SIteid5923
514213.8426,466605.7251,1301897.56,SIteid5925
672637.9098,563252.2036,1524707.949,SIteid5927
381554.8306,356649.0489,1556484.6,SIteid5928
1187769.617,781443.3152,4544633.384,SIteid5933
726879.8147,623573.6268,1972007.125,SIteid5934
945412.6393,734998.8388,4893127.547,SIteid5935
798000.2156,769198.0544,2679936.869,SIteid5936
995327.647,632803.7271,2130264.43,SIteid5937
1892253.001,1186489.103,5807947.089,SIteid5945
368030.4255,292202.9497,1036954.5059999999,SIteid5946
619893.8574,408137.07399999996,2884127.7789999996,SIteid5949
1758987.1169999999,1530190.576,5036003.704,SIteid5951
412926.573,298641.8209,1004411.35,SIteid5952
297909.228,292149.9382,702396.3911,SIteid5965
1927932.358,1427691.186,5121579.083000001,SIteid5971
940159.546,697039.6362,2061970.88,SIteid5974
526024.04,475936.2335,1140973.021,SIteid5976
360013.0309,275820.2218,1221237.115,SIteid5979
823443.2559,696470.8492,3086118.538,SIteid5988
536861.2562,391121.7018,1615779.7519999999,SIteid5994
253521.9414,213440.9871,623591.1292,SIteid5995
269242.6451,241492.2032,924095.4855,SIteid5996
1091186.166,960129.6263,3407803.7569999998,SIteid5999
1230265.92,1032637.218,4477524.541,SIteid6004
692205.3358,644764.3566,1446743.5,SIteid6006
509719.8438,366808.3576,1845947.614,SIteid6007
1319677.331,1181640.749,3549348.23,SIteid6008
379283.7661,243009.6089,877945.8245,SIteid6014
730448.4043,714679.7723,2309530.982,SIteid6019
1034139.344,665888.3234,3789330.6210000003,SIteid6020
1157313.5259999998,862282.8307,2937019.139,SIteid6021
838982.6395,771198.6421,3547512.564,SIteid6025
280662.0256,274075.5104,917085.8631,SIteid6027
1615395.448,1118369.183,5373791.613,SIteid6028
771090.3644,685968.3162,2704241.6610000003,SIteid6031
209510.4734,196026.7274,550059.5237,SIteid6033
737263.7906,540338.9224,2807547.313,SIteid6038
1372479.9980000001,1288276.998,5269533.513,SIteid6039
773353.7087,570456.5264,2196279.272,SIteid6041
743298.1061,689779.8865,3375070.2389999996,SIteid6044
588414.7924,385252.0132,1355520.2019999998,SIteid6046
305716.5826,203295.3633,661142.3293,SIteid6047
201908.0372,181084.2745,580958.4696,SIteid6052
563690.784,440371.2196,1966784.244,SIteid6060
679906.9436,599167.5184,2416562.925,SIteid6061
1351618.9540000001,1142761.19,4358069.263,SIteid6063
412471.7424,376173.487,1114855.8,SIteid6064
560322.6076,514281.9192,1724059.799,SIteid6065
385614.4612,267331.489,1210520.409,SIteid6066
738743.4255,630076.5816,1953551.439,SIteid6067
928543.452,752392.1709,3045809.37,SIteid6068
746042.7985,546405.4787,2299430.0530000003,SIteid6076
728707.8417,618282.1044,2424020.67,SIteid6080
545809.8323,502991.7801,1578297.543,SIteid6083
662923.8105,518459.3893,2749902.352,SIteid6084
1370203.18,1029227.911,3412121.3060000003,SIteid6088
775270.1635,541611.3461,2219381.949,SIteid6090
551735.5539,442206.8976,1776221.961,SIteid6091
611531.2798,415693.2545,1876911.757,SIteid6092
415359.1372,403045.6602,877571.2824,SIteid6097
601785.2155,402244.4964,1308427.17,SIteid6098
755133.2771,587578.887,3203291.527,SIteid6102
591394.1419,351673.3033,1171672.978,SIteid6103
198198.982,148831.2819,393247.1951,SIteid6105
538085.3509,418686.5044,1789158.785,SIteid6108
938190.2667,543642.0836,2104589.692,SIteid6110
772291.4505,455931.6521,1619483.201,SIteid6111
919516.4073,839782.4686,2906879.9680000003,SIteid6112
884669.4653,688433.7606,3141275.28,SIteid6113
737178.8645,725631.0824,2689369.9239999996,SIteid6116
525054.7836,482192.4708,1184092.791,SIteid6120
215509.3807,157304.633,554083.0301,SIteid6123
1222077.979,787760.4872,3227685.849,SIteid6128
673183.7002,527663.7564,2323597.1580000003,SIteid6129
977872.0243,919966.9425,2835860.623,SIteid6132
1195112.479,1067407.893,2252675.434,SIteid6134
757981.0,628657.6315,2515571.852,SIteid6136
679973.9599,538130.7305,1696073.3930000002,SIteid6141
860045.9192,794037.6793,1794706.437,SIteid6144
449262.1909,260205.2096,796250.9879,SIteid6147
370343.0663,273835.3001,1115408.3090000001,SIteid6148
1022036.465,739170.2535,2770204.535,SIteid6150
537912.26,445804.9482,1706399.2980000002,SIteid6152
811641.7790000001,671509.4708,2282658.315,SIteid6153
283887.0412,263637.2439,1622274.997,SIteid6157
1071000.616,661949.9215,2943099.9680000003,SIteid6164
573595.8521,329076.8955,1315717.612,SIteid6167
1180424.925,932614.4355,3536705.3839999996,SIteid6170
823499.4651,613215.5907,1798330.543,SIteid6171
918143.2192,642859.9238,2145126.962,SIteid6177
314065.2385,259723.2179,1042693.7829999999,SIteid6178
283520.7363,280175.4365,631181.0993,SIteid6179
851695.7141,668941.9123,3101252.8819999998,SIteid6183
389681.7472,317741.4388,1081536.007,SIteid6185
1089000.8490000002,703883.2679999999,4069311.432,SIteid6186
183045.3738,146422.4536,457771.8583,SIteid6187
975252.5778,715895.9523,3750403.863,SIteid6188
681455.6523,513672.0015,1715363.513,SIteid6190
643747.1021,461516.1278,1599494.654,SIteid6191
577589.6601,527672.6117,1893083.677,SIteid6192
413647.55,309780.4407,1083864.322,SIteid6194
664123.2271,594012.6143,2565323.81,SIteid6195
337974.4147,324562.0911,1367221.471,SIteid6196
850720.2524,531218.1383,2711779.885,SIteid6197
607438.8198,412457.9376,2313361.9590000003,SIteid6199
595137.2633,427427.8907,423991.3578,SIteid6200
843480.213,754249.9522,2325245.919,SIteid6202
769362.2191,641289.8946,2804275.662,SIteid6204
473701.0427,462851.1095,1962687.619,SIteid6209
529270.0622,508219.5391,2487168.558,SIteid6212
477276.7366,386055.9534,1274484.616,SIteid6214
942417.0889,886333.6195,2768237.13,SIteid6217
1588264.6519999998,1072941.862,5685261.373,SIteid6220
116781.395,100341.5986,167040.522,SIteid6221
539645.8509,449119.466,1517767.15,SIteid6223
692404.297,612386.0359,2422975.735,SIteid6224
813675.2361,741982.4361,2416144.371,SIteid6225
194178.7089,139423.6044,368604.3932,SIteid6227
532415.5425,381712.9721,1260593.258,SIteid6228
239293.5542,231999.1581,560918.546,SIteid6230
894095.2447,566911.9926,2196946.955,SIteid6234
452451.8088,399278.6596,1344929.7040000001,SIteid6236
629726.1868,571961.7908,2441260.639,SIteid6240
1194594.041,731793.8466,2122738.071,SIteid6243
230373.9634,190232.0042,680475.1579,SIteid6244
788567.2352,640446.0138,3025339.517,SIteid6246
819992.1176,726053.0516,3179348.497,SIteid6247
697148.5934,651432.3169,1733502.524,SIteid6249
443271.598,299906.3299,418124.732,SIteid6252
486948.4458,406916.1171,1422299.6030000001,SIteid6254
701081.5016,542905.0465,1475775.9030000002,SIteid6255
602469.6321,369660.8528,1618682.3369999998,SIteid6257
472249.5623,369692.7573,1108389.75,SIteid6259
848079.4503,584605.2516,2859282.027,SIteid6261
736478.4126,623080.6335,2632165.957,SIteid6263
699009.4428,532827.6379999999,2323064.2430000002,SIteid6264
573348.765,558488.8375,2353726.567,SIteid6266
588543.6375,505637.1627,1899302.303,SIteid6267
837791.9448,427761.7143,1803111.188,SIteid6272
156098.6416,147197.5466,683874.7572,SIteid6281
351387.7552,242931.3818,959647.2199,SIteid6285
778040.8059,441950.1511,1774075.9109999998,SIteid6287
1007770.68,773367.3751,3572093.604,SIteid6290
732049.2652,545457.1591,2143867.339,SIteid6291
968442.3896,548965.131,2690147.902,SIteid6292
142069.6785,132877.3028,379764.2914,SIteid6295
772672.118,576613.5016,1685365.91,SIteid6297
219482.1785,190082.5041,589106.9398,SIteid6305
1164166.652,847002.3377,3119095.902,SIteid6306
465781.0593,380806.0888,1214955.983,SIteid6308
934461.9583,883090.3261,2732292.923,SIteid6315
871665.3916,600966.296,2133991.7090000003,SIteid6317
247898.979,215215.878,990749.2944,SIteid6318
810041.8056,686733.9353,1991488.935,SIteid6323
584013.6963,472422.2226,1766744.024,SIteid6324
1167955.222,906807.8396,3859878.95,SIteid6325
423992.235,382606.9989,1577884.628,SIteid6326
540566.8488,491320.4205,1908755.4309999999,SIteid6328
1824234.37,1681232.511,7063359.23,SIteid6338
702262.5028,559771.1389,2095101.835,SIteid6341
377066.2184,349234.1486,1056159.146,SIteid6342
1058482.693,995417.3463,3240753.896,SIteid6345
534228.1426,294509.0914,1517447.629,SIteid6347
1127697.4409999999,946451.4377,3797226.6319999998,SIteid6349
432031.7666,327258.8098,1042254.334,SIteid6356
656912.4653,592058.2134,3059286.68,SIteid6363
1795416.418,1598418.7859999998,5971944.616,SIteid6364
1039278.071,874037.3439,3664037.11,SIteid6366
725781.6715,527084.2905,3063090.23,SIteid6367
891674.6558,804481.6227,3351372.375,SIteid6371
462332.8537,397142.0711,1085776.8290000001,SIteid6372
712815.0769,641919.1461,1985114.233,SIteid6373
584122.3725,440132.6588,1262490.762,SIteid6380
181932.075,126884.90800000001,294752.6646,SIteid6383
767648.1154,764362.7951,3991716.488,SIteid6385
411792.1346,404447.2306,1192733.971,SIteid6390
1009569.199,760753.0857,3093989.0719999997,SIteid6393
787144.0695,550389.0787,1896742.199,SIteid6394
614480.8581,521616.7068,996721.599,SIteid6398
232208.092,200487.4429,708059.3934,SIteid6402
336178.8658,253687.8999,1104504.414,SIteid6407
979777.9175,946235.2827,5007976.838,SIteid6410
666388.3782,532322.5817,2584711.611,SIteid6411
786067.1082,573762.0603,2213702.806,SIteid6414
413971.4914,300650.5836,1178230.1090000002,SIteid6418
115606.7068,112178.4396,413854.9413,SIteid6422
188007.5868,165908.841,491187.8307,SIteid6424
388012.8428,281164.1407,969811.1804,SIteid6425
400000.1825,383940.5299,2429020.5,SIteid6427
489684.3663,448637.6989,1148121.17,SIteid6428
589886.8917,533099.4331,1472758.439,SIteid6434
181717.0077,120656.4842,156615.1363,SIteid6435
1018836.882,641454.1032,3243476.87,SIteid6436
2342643.232,1690859.303,6221733.528,SIteid6438
582205.1165,422631.8223,1123317.54,SIteid6442
1116851.326,524272.3759,2655090.433,SIteid6445
661449.0982,618153.2938,2210162.981,SIteid6446
621040.7055,415528.8246,1885678.142,SIteid6450
516402.1366,424600.0946,1062173.126,SIteid6455
875646.3616,631291.9619,2112266.4159999997,SIteid6457
264370.1939,220233.85600000003,755196.9484,SIteid6459
405967.2054,398462.1047,1514236.801,SIteid6460
303145.1523,247777.8977,833885.2105,SIteid6461
995299.8068,903189.6928,2657619.1769999997,SIteid6462
788398.9725,776668.9387,4686447.235,SIteid6463
765704.2157,505561.4873,2572190.296,SIteid6464
1117464.178,914481.6964,4160541.771,SIteid6468
307488.1846,218443.3747,624125.0383,SIteid6469
902672.3496,729913.1791,2417254.1580000003,SIteid6472
472155.7863,357569.6835,1288199.935,SIteid6474
1228112.988,712610.6977,5440386.342999999,SIteid6475
1198294.58,860162.8047,3607748.397,SIteid6476
689576.834,322210.8092,1042222.689,SIteid6477
292229.4869,279155.4944,548876.8065,SIteid6478
875015.9397,535106.8182,3879974.4639999997,SIteid6479
637040.0287,575031.7924,2150560.772,SIteid6480
317988.2817,203690.2671,744953.3459,SIteid6481
458195.3615,398550.2708,1370482.6090000002,SIteid6482
632696.1179,521166.6029,3001281.369,SIteid6483
527841.259,526778.787,1389449.8630000001,SIteid6487
653117.8221,389298.8924,1523979.914,SIteid6489
1064863.376,783662.5268,2981306.563,SIteid6496
526414.1916,381551.1123,2076565.735,SIteid6498
1169176.592,975402.0469,4205360.839,SIteid6500
1306535.949,947732.8196,3638852.69,SIteid6504
793103.9407,440757.4753,1871949.26,SIteid6506
203732.3457,136986.8875,222040.0113,SIteid6509
1118933.881,924520.1755,2602965.6180000002,SIteid6511
185033.5955,164093.1933,608436.0875,SIteid6512
980943.5875,843198.926,2322446.258,SIteid6517
593426.9011,462936.43299999996,1751600.799,SIteid6518
909858.0105,458315.5869,1915770.5080000001,SIteid6523
613991.9043,613852.4493,1860268.669,SIteid6524
261398.0894,198017.6117,671061.1206,SIteid6525
435570.8657,396012.8871,1535211.8180000002,SIteid6527
350139.6063,255648.8643,2130367.765,SIteid6528
878980.2844,760224.4886,2521743.675,SIteid6531
736594.6304,306913.3321,1301342.2140000002,SIteid6533
228460.9974,209194.4105,1063669.493,SIteid6536
1016805.9770000001,633796.0402,3252388.32,SIteid6537
609401.9345,476509.6253,1851991.8180000002,SIteid6541
450463.5279,347773.9891,1314197.592,SIteid6544
408733.5234,396041.1197,933374.1439,SIteid6545
456652.8238,355825.6136,1753095.495,SIteid6548
747647.3257,662746.6805,2175070.18,SIteid6549
509182.9946,443052.3144,1232534.913,SIteid6551
636984.4535,498463.7694,1315642.957,SIteid6552
1347186.342,654429.3939,2876383.5439999998,SIteid6556
749751.4277,516908.2587,2048295.354,SIteid6557
703311.1248,560480.5932,1440757.5480000002,SIteid6561
311422.0945,207413.6538,879869.0521,SIteid6562
901136.5351,564576.0856,2328207.776,SIteid6563
827594.2884,476719.8521,2013496.674,SIteid6566
406405.4123,361065.8741,867472.7173,SIteid6567
637790.0561,490126.3899,1709369.59,SIteid6570
507866.2997,356212.6292,1113566.3159999999,SIteid6577
574232.4648,479058.6781,1748621.424,SIteid6578
449227.3385,382029.7455,1293442.0,SIteid6579
575858.5636,540742.0125,1237895.6770000001,SIteid6580
891604.4415,639094.1765,2915684.999,SIteid6584
486579.2307,428197.4745,1503510.5969999998,SIteid6585
1500142.542,949604.6893,4047389.7739999997,SIteid6587
1266994.22,800634.5566,4695736.358,SIteid6590
619348.3497,482938.4812,1930588.9,SIteid6593
721980.8887,579438.8366,1774510.68,SIteid6595
570093.5531,392511.4312,1641461.1230000001,SIteid6597
1049754.649,720827.7484,3333797.675,SIteid6602
560898.3956,544723.1478,1163870.0420000001,SIteid6603
297164.0082,267446.8951,838920.2444,SIteid6604
937577.7474,569863.7467,2718761.1789999995,SIteid6605
314597.4265,253657.8911,949499.579,SIteid6607
192910.2629,157263.8062,723154.7901,SIteid6608
1043508.571,1016923.793,3507531.08,SIteid6609
422654.2881,358787.6074,1204619.702,SIteid6611
172015.2567,163109.4155,408541.5544,SIteid6613
921863.3975,864385.2789,4030648.3589999997,SIteid6614
875943.9108,554560.1589,2589129.619,SIteid6615
677313.9437,626539.2276,1428023.5480000002,SIteid6618
891989.9635,586509.9684,2929124.606,SIteid6619
152018.2376,146165.6382,639785.0608,SIteid6622
237048.9542,142197.9443,334810.8757,SIteid6626
1130916.2340000002,680355.5408,3026411.8419999997,SIteid6628
862935.7906,673338.4696,2374762.537,SIteid6629
537658.1828,355372.2866,1417756.19,SIteid6631
178602.2942,124762.6825,209302.3047,SIteid6632
290628.8263,219747.1192,545624.0199,SIteid6634
302020.2667,298572.1022,747119.0022,SIteid6637
947726.3143,683857.9152,4206576.951,SIteid6638
578917.8536,514407.1214,1585584.501,SIteid6639
896878.0904,693651.3192,2837294.8039999995,SIteid6642
817865.3377,606040.2662,2739640.144,SIteid6653
182242.7921,149118.0122,282927.6843,SIteid6654
549318.0351,397799.0866,1524161.869,SIteid6655
425010.5441,279758.3106,990124.8912,SIteid6658
1526133.315,1076269.5359999998,5214859.493,SIteid6667
279818.158,249104.0815,875028.8992,SIteid6668
629624.2415,378164.8979,1702455.388,SIteid6669
1169865.5790000001,884693.7067,3046980.325,SIteid6670
567696.4777,485858.3335,1315725.606,SIteid6671
779948.1526,579592.0795,2217787.299,SIteid6673
706128.6576,669431.8892,1992199.43,SIteid6676
962745.4937,890952.5527,2851050.252,SIteid6677
785075.9849,761824.8935,3199475.0919999997,SIteid6679
398761.3808,388485.8396,1136853.087,SIteid6680
1265829.9009999998,1163014.355,4726385.244,SIteid6684
700873.1076,584039.1949,1987179.789,SIteid6685
233378.2333,201699.9058,577758.3342,SIteid6686
1799037.626,1184444.435,5159524.978999999,SIteid6692
986901.3648,801642.5889,3634378.7610000004,SIteid6696
121482.7228,108257.2506,193328.52300000002,SIteid6702
819326.5201,580249.5415,1719855.8390000002,SIteid6703
251321.6673,196192.4988,651706.3564,SIteid6704
1309154.794,672878.038,2917001.8460000004,SIteid6705
745600.6517,511469.6236,2645144.768,SIteid6706
1196558.004,831862.4293,3516970.646,SIteid6709
758947.6225,577048.2489,2050346.4219999998,SIteid6713
787324.6338,553833.5292,1445495.85,SIteid6715
1300921.89,898691.4684,2747550.298,SIteid6720
1263211.993,846662.1657,4341098.735,SIteid6722
884748.0721,768504.6257,2931403.329,SIteid6723
847795.1459,608163.0824,1705633.249,SIteid6729
952360.5529,807632.8005,2454358.96,SIteid6731
1381112.207,1280129.746,5492698.46,SIteid6732
333380.12,220689.6312,2190954.351,SIteid6733
1097013.699,959071.2741,2910900.538,SIteid6740
956463.929,800507.709,2446323.655,SIteid6744
1417659.51,1001683.2790000001,3966894.7060000002,SIteid6745
1356815.251,1116448.19,2876781.0360000003,SIteid6746
966920.7784,650085.2494,2337975.841,SIteid6749
285154.1668,226331.0653,503401.4318,SIteid6750
869072.9629,505267.3324,1924124.6730000002,SIteid6751
1039862.2779999999,785420.3614,3196506.103,SIteid6754
402438.3945,305060.4633,981995.8478,SIteid6757
502015.9275,471718.3814,1431569.674,SIteid6758
1098153.08,635465.9554,3592103.93,SIteid6763
608469.0673,371251.1863,1660488.313,SIteid6765
1361034.789,955983.3344,3680449.336,SIteid6766
794247.9088,724524.1262,3353368.482,SIteid6767
723362.3544,673174.9842,2782086.4560000002,SIteid6772
488260.8314,364691.0321,1376988.95,SIteid6774
900977.6709,875987.2478,3136006.2830000003,SIteid6779
1149131.913,796860.8672,3646182.716,SIteid6784
901024.1763,616249.2223,2766207.538,SIteid6785
1223575.524,1111006.902,3399618.642,SIteid6786
171453.6212,135230.982,394079.2021,SIteid6793
488794.9093,403455.6625,1549401.303,SIteid6795
499596.3786,411726.5233,2115950.941,SIteid6796
879810.2865,645497.2108,2926169.188,SIteid6800
1080007.0420000001,907982.1097,2823212.95,SIteid6802
681946.9863,526443.8798,1953405.0259999998,SIteid6806
554308.9856,429365.7842,1435895.4540000001,SIteid6808
531186.92,483621.0589,1262897.924,SIteid6809
559049.2912,489367.4723,1511727.628,SIteid6811
499719.5704,366019.3968,1230903.162,SIteid6812
850881.0802,539928.1421,2276373.577,SIteid6813
657307.966,501275.0354,1924538.646,SIteid6815
561921.9035,445643.7363,1129236.993,SIteid6816
808116.9368,543167.7795,2216909.251,SIteid6820
913962.1825,633834.4097,3192020.041,SIteid6821
588287.106,419629.2699,1968346.2719999999,SIteid6822
644862.4289,643747.1362,2784930.195,SIteid6823
756344.7685,627686.1606,2258923.563,SIteid6825
344758.9756,234399.0403,890157.38,SIteid6828
629340.4735,598862.8991,1837904.939,SIteid6830
136033.617,134366.94,291756.6156,SIteid6832
643981.5970000001,492751.2972,2043239.719,SIteid6834
734666.1431,711721.7575,4305201.484,SIteid6836
245997.3949,237308.6316,1007589.303,SIteid6837
667182.9661,380018.5604,1255853.689,SIteid6839
808377.2445,744070.2688,2939995.485,SIteid6840
800789.833,769960.6634,1452722.226,SIteid6841
758082.9315,609844.6498,2260638.32,SIteid6842
1384765.63,853498.2569,4099788.24,SIteid6844
726397.5943,378218.6322,1717899.968,SIteid6845
819178.2867,784632.6498,1905985.666,SIteid6847
353543.0137,353191.3615,1271400.87,SIteid6848
236824.89899999998,149194.8517,434200.6046,SIteid6849
658368.9936,473761.9546,1783518.706,SIteid6852
452395.529,377989.9607,1209408.73,SIteid6855
498793.3034,379404.6892,969440.7893,SIteid6856
751500.7862,601824.2223,1697078.392,SIteid6859
680052.2047,532791.5499,2685961.797,SIteid6860
808479.7463,690612.676,3981942.5489999996,SIteid6861
1031822.003,536105.2453,2663582.7369999997,SIteid6862
361283.8553,281570.0786,1371750.312,SIteid6865
913215.7994,536772.9623,2219294.603,SIteid6866
292333.4115,219194.1919,1148861.175,SIteid6867
996417.7387,684212.5326,2311664.829,SIteid6869
592756.906,538732.1146,3093830.3710000003,SIteid6870
283010.4736,280946.0164,1082095.262,SIteid6872
531682.5638,389987.8419,1498139.095,SIteid6873
362185.5085,347608.845,1498607.372,SIteid6874
596563.0213,400884.6916,1458209.115,SIteid6875
523381.0869,429641.12799999997,1627796.4109999998,SIteid6876
675992.3007,577619.5244,1641600.937,SIteid6878
739115.765,592434.2497,1648334.535,SIteid6888
270638.0919,267040.1342,723519.002,SIteid6891
776797.0807,650758.1278,2162599.85,SIteid6894
594650.8754,400129.6319,1452472.6530000002,SIteid6895
956156.1687,569468.3517,3863398.876,SIteid6897
717637.2113,698616.8651,3178845.3589999997,SIteid6899
386885.7848,241888.391,788826.7913,SIteid6900
1574653.539,1254976.223,6690767.576,SIteid6901
1029252.2509999999,647895.6413,3625360.8710000003,SIteid6905
562167.4155,543163.0144,2266713.35,SIteid6906
889309.4069,714435.7907,2566925.506,SIteid6908
1015531.52,687236.15,3849810.4189999998,SIteid6917
976612.1955,972058.2722,2934256.9269999997,SIteid6919
466273.7907,407719.601,1609205.159,SIteid6928
365788.9201,347973.7944,753131.712,SIteid6931
439457.0343,429490.8891,1833127.5219999999,SIteid6934
283731.0152,210579.2777,1503073.86,SIteid6936
737372.6143,430353.284,1745948.188,SIteid6937
376316.5002,309398.8328,1179907.539,SIteid6938
314522.5745,232181.0122,745842.3262,SIteid6940
254521.6466,251987.9904,1036881.073,SIteid6941
164994.3905,163844.6684,282692.2519,SIteid6942
1281425.058,799237.6639,2288282.193,SIteid6944
