PARAMETER1,PARAMTER2,PARAMETER3,Site_ID
449593.0971,419646.9477,1643107.243,SIteid6946
900550.0734,682567.2528,2319183.035,SIteid6948
1523987.85,1265984.794,4287464.587,SIteid6949
321863.1516,217634.7217,1668974.785,SIteid6952
554328.3911,326809.9761,1401290.395,SIteid6953
852184.929,723739.9977,2516810.8030000003,SIteid6955
352130.6647,159939.4322,380534.1629,SIteid6958
281753.7598,186297.9087,607053.4358,SIteid6961
686618.9868,616300.1894,2118526.0330000003,SIteid6972
1125124.5659999999,984350.9065,4795794.262,SIteid6975
667596.9535,532061.3904,1812973.688,SIteid6978
540214.5915,499771.9579,1974201.805,SIteid6979
1173397.913,671196.493,4358152.114,SIteid6981
462536.0282,425034.6645,1672975.8069999998,SIteid6986
1007852.1390000001,768405.3620000001,4447866.748,SIteid6993
191627.698,175706.4917,688226.3665,SIteid6994
1121728.215,851644.0495,3840111.9439999997,SIteid6995
333785.2598,327801.3414,1226561.881,SIteid6996
712066.7274,586954.6322,1737482.004,SIteid6997
178803.5341,157909.7952,724220.0634,SIteid6999
452422.6336,429313.3929,1946877.5259999998,SIteid7001
1002900.6440000001,623565.522,2159033.651,SIteid7002
532032.177,480905.7504,1052676.846,SIteid7004
714591.3321,693051.76,1930485.517,SIteid7005
744894.0335,466213.2961,2178551.905,SIteid7006
275477.0279,223417.9905,648419.4397,SIteid7008
784595.1523,600530.0294,2447511.1,SIteid7009
713840.4652,648570.9377,2438606.645,SIteid7011
1579777.783,896394.3346,4528042.213,SIteid7014
697036.2729,655816.7988,2760712.463,SIteid7018
406302.453,389792.905,1249869.492,SIteid7019
